1.9114,-1.6981,1.8764,2.1566,1.0923,NaN,-0.3752,NaN,-0.039907,NaN
-1.1679,-1.2689,0.72337,1.0758,0.13504,-0.48354,1.1109,0.25886,-0.96799,-1.2538
-1.3739,NaN,-0.19848,-1.0661,2.221,-0.32553,NaN,1.0038,NaN,NaN
-0.82485,0.37099,1.7704,-0.24883,-1.3143,NaN,NaN,-2.9601,0.5908,NaN
0.24518,1.4236,0.13959,-0.52641,-0.63544,-0.22797,NaN,-0.80094,-1.4479,0.29643
-2.0675,0.78691,-0.091448,NaN,-0.15081,-1.2418,-0.36989,NaN,NaN,NaN
NaN,-0.44437,1.6821,NaN,NaN,NaN,-0.3227,-1.0003,NaN,2.6483
-0.81703,-2.2141,1.348,-0.40345,2.3125,0.018232,NaN,NaN,-1.1131,2.6842
NaN,NaN,0.76426,1.0824,1.6162,NaN,-0.32236,1.0818,1.6905,NaN
-0.20917,NaN,0.30546,0.79998,1.4553,-0.48623,NaN,0.76193,NaN,-2.1755
2.5142,0.002797,0.4666,-1.502,NaN,-0.94168,-0.83532,NaN,0.49901,-1.8999
NaN,0.52323,2.3416,-0.21772,-1.4834,-2.8631,0.099127,-1.4153,0.16936,NaN
NaN,-0.72317,-0.67503,NaN,0.64534,-1.9481,-1.1745,-2.4026,-0.93015,-0.32095
0.57749,NaN,NaN,-0.27041,0.26395,-0.21057,0.31378,0.16585,-3.2919,0.59125
2.2859,-2.094,-0.10407,-0.22903,1.344,-1.4861,NaN,-3.5639,-2.8015,0.80466
NaN,-1.6933,0.33277,-0.6453,-0.7614,-1.9711,-2.5933,-1.8231,-0.15498,-1.5942
0.40601,-0.10458,-0.10732,-1.1356,NaN,NaN,NaN,1.8031,2.8977,0.17664
-0.95973,-1.7188,-0.084208,1.2891,0.86404,-1.7256,-2.1858,NaN,-0.058877,0.66803
0.53219,0.14996,-0.51347,1.6205,0.53711,NaN,NaN,NaN,-0.94728,0.75556
0.0093333,0.57189,0.26261,-0.33424,-1.095,-1.4867,NaN,0.6754,0.83883,NaN
NaN,1.5054,-0.33837,0.64416,0.53717,-0.41596,NaN,NaN,0.74391,1.8276
0.67591,NaN,-0.73958,0.43154,2.8264,-0.9523,-0.96432,1.42,NaN,-0.39777
2.2893,-1.2419,-0.0045118,0.75664,-0.25198,1.0959,-0.85624,-0.77986,-1.1755,0.66455
0.37622,3.414,NaN,0.056397,-0.57883,NaN,0.69922,-0.82561,NaN,-1.0872
-0.99649,-0.40092,-2.0994,-0.7079,-0.0013894,-0.20887,0.55372,0.75669,-0.42666,NaN
-1.8943,-0.45782,-2.8013,-0.70693,0.2462,-0.0080967,1.1747,-2.0179,NaN,0.54687
-2.2324,-0.39086,-0.4325,-1.2018,-2.7981,1.8107,-0.53023,-1.1061,NaN,1.3142
0.77765,-0.13545,-2.8787,-2.0879,NaN,-1.3739,1.214,-2.008,-0.99936,-0.62606
0.99166,0.88354,-0.2727,-0.73886,-1.4909,-0.87772,1.0422,-1.2023,NaN,0.23648
-0.51331,-0.13551,NaN,-2.1233,-1.7872,-1.1462,-1.9577,NaN,-2.1477,-0.59878
NaN,-2.2575,-1.1017,-0.98779,0.71571,-0.20511,NaN,-0.62478,-1.2155,-3.2888
-1.923,-0.9235,-0.68476,-1.0047,NaN,0.34811,-0.27181,-0.92124,0.77148,-1.1772
-0.99862,-1.0141,0.46598,NaN,-1.0851,1.0126,-0.08849,1.4419,-0.40213,-1.166
-1.6008,-1.7603,0.72595,-0.12924,NaN,NaN,0.23749,-1.779,-0.23545,0.35691
-1.4991,0.91288,NaN,0.50036,-0.094567,3.1347,NaN,NaN,0.79626,-0.64369
NaN,0.21722,NaN,2.4249,1.2274,NaN,NaN,2.3301,NaN,NaN
-0.13961,-0.72711,0.71451,NaN,1.3998,0.10557,NaN,2.1425,0.53217,1.2925
-0.79403,-0.36383,NaN,0.91325,0.12714,-1.3408,0.77085,1.5181,1.5154,0.59099
-0.8737,-0.0055939,-0.45856,0.44731,-0.18355,1.2209,0.28136,NaN,1.0035,NaN
0.84877,1.2496,0.33211,NaN,1.1218,1.9334,NaN,NaN,0.79111,-1.2885
1.0694,-0.33491,1.0781,-0.80498,0.5565,-0.014051,-0.82735,2.3865,1.1769,2.0999
-0.56879,NaN,-0.9065,0.62729,-1.7756,-1.3977,0.40866,2.2352,1.3944,1.2377
NaN,0.0363,NaN,0.68218,NaN,0.83703,1.4683,-0.85246,-0.33128,0.95698
1.0547,-0.46481,1.1501,-0.80324,NaN,NaN,-2.0514,0.81988,-0.14454,-0.24385
0.60233,NaN,NaN,-0.68744,0.61831,-0.5086,0.29015,0.23673,-1.0963,0.45506
0.11203,0.88559,2.2361,1.513,NaN,-0.64075,2.3201,-1.6542,2.7558,0.31931
-1.0381,0.52091,0.5662,NaN,0.54391,0.52043,-0.86677,-0.60965,0.26998,0.32269
0.37669,-1.0464,0.71543,1.6658,-0.64695,2.304,NaN,-1.9392,-0.064673,-0.95671
1.1088,-2.2128,-0.57067,0.26869,-0.68801,NaN,-0.14936,1.7802,-0.82231,-1.804
3.0208,0.19431,-0.22215,NaN,-0.72447,-1.4349,NaN,NaN,-0.28141,-1.9061
1.3534,0.15502,-0.75353,0.52953,-1.7919,-0.22772,-1.411,-1.7454,-0.5915,-0.62989
0.26597,NaN,1.2853,0.25807,-0.23874,1.1059,-0.10392,NaN,-1.2096,0.5716
NaN,NaN,0.086836,-0.24735,0.1441,NaN,NaN,1.7188,0.30471,0.25218
0.96639,-1.207,-1.21,0.35679,NaN,3.3311,2.893,NaN,1.7811,2.3584
-0.0020146,-0.41339,NaN,-1.1257,NaN,0.041275,2.1903,-0.71671,NaN,0.67027
0.3376,NaN,0.057101,-0.82796,1.3797,0.89673,0.93552,0.79626,NaN,1.1557
0.36411,-0.036582,0.21191,1.156,NaN,NaN,1.2727,NaN,NaN,1.8449
0.48055,2.2054,1.5889,-1.5077,1.0731,1.4819,NaN,-0.66117,0.27235,0.89671
0.14651,1.0619,1.228,0.1778,-0.0032881,NaN,-0.1857,-0.50345,-0.12365,0.88016
-0.016104,-1.8755,NaN,-1.1692,0.47491,-0.90034,0.36676,-1.7654,NaN,NaN
-0.67934,NaN,-0.27246,0.26387,-1.8571,0.6903,1.5448,1.6358,0.90952,-0.87868
1.6219,-1.2192,0.17059,-0.97833,-0.43778,NaN,2.6282,0.88019,0.11081,1.4813
0.67598,-0.76536,0.9781,-1.6119,0.070364,-1.2903,-0.98726,0.80351,-0.64433,-1.2136
-0.67163,0.086261,-0.93811,1.8984,1.4564,0.34646,NaN,2.3914,0.61311,0.79664
-0.08855,1.5264,NaN,NaN,-0.54648,-0.58824,0.2941,0.48289,NaN,NaN
0.82677,0.39292,-1.966,0.43969,-0.011276,NaN,NaN,0.085038,NaN,NaN
-2.3053,-1.0115,NaN,NaN,-0.61581,0.81069,-2.9458,-1.3471,-0.31461,NaN
-1.2239,NaN,-1.0704,0.91392,0.52361,-0.29622,1.3813,0.89385,1.8768,1.5099
-2.4629,-0.024905,-0.44867,0.71343,0.7644,NaN,1.0043,0.42526,1.1778,-0.17463
1.3026,NaN,-1.4739,NaN,0.85741,0.14596,0.75195,0.37028,0.36885,1.2612
-0.32477,-0.84322,0.19962,0.6674,0.19349,NaN,NaN,NaN,-0.77412,1.1232
-0.91048,-0.083425,0.68376,-2.3805,-1.5564,-3.5037,-1.7201,1.2211,NaN,1.2623
1.3129,-0.28291,0.55767,-1.772,-2.8782,-1.0539,1.3473,2.7528,NaN,0.96993
1.5538,-2.5407,1.993,-1.0529,2.3574,NaN,-1.8882,NaN,0.87438,1.3135
-0.019849,2.1831,0.37522,-0.62975,1.2064,-0.28975,NaN,-0.15454,-2.6767,1.5586
0.28773,-1.4819,-0.18597,-1.1732,1.3314,-0.81681,NaN,0.15735,-2.21,-2.4482
NaN,-1.2798,-3.0911,-0.95553,-2.6362,NaN,0.18523,-0.73399,-1.9576,-1.0546
NaN,NaN,1.1747,-1.6989,NaN,NaN,-1.4781,-0.29754,-3.3992,-2.0783
NaN,-1.3269,-0.91728,-1.28,1.9901,-2.1913,-1.2152,NaN,0.4807,NaN
1.1057,-1.5388,-2.0855,-1.2023,-0.1947,-1.1562,-1.08,NaN,-1.472,-1.8745
-0.083221,0.12287,-1.6698,NaN,NaN,-0.76239,0.90706,-1.4369,NaN,0.063034
1.0493,-0.84407,-0.46638,NaN,-1.9694,-0.72562,-0.38784,-2.5009,1.0289,-0.91909
-0.62741,-0.82669,-1.2462,NaN,-0.46088,-0.50011,-1.8251,0.69459,NaN,0.9004
0.46671,-1.6688,-1.5822,NaN,-0.27682,NaN,NaN,-1.843,-1.0033,0.15194
0.24338,-0.18578,NaN,NaN,0.55985,-0.82888,0.1776,0.34386,NaN,NaN
-0.3486,1.2552,-0.4921,-0.42633,1.5069,0.93003,-2.2256,-1.2189,-0.49105,-0.4469
0.83898,-0.55312,NaN,0.78796,0.50057,NaN,NaN,-0.27435,NaN,NaN
1.3264,3.4419,2.9781,0.76111,NaN,-1.4156,NaN,0.38099,NaN,-0.36682
1.7356,0.64811,-0.041307,NaN,NaN,2.3012,NaN,NaN,-0.62883,1.3934
-0.71318,1.454,-1.4887,0.73222,1.5263,1.0168,-1.3428,0.54815,1.6037,NaN
-0.17361,-1.0694,1.8269,-0.76111,0.82283,NaN,-0.86153,-2.3097,1.5438,1.9982
-0.47621,NaN,-0.6743,1.1253,1.7791,NaN,-0.91958,-2.2577,0.82717,-1.1219
1.8822,-1.7106,NaN,NaN,2.6113,0.85178,-1.3611,NaN,0.98914,-0.3783
0.45319,-1.0744,0.76255,-1.2177,-0.3639,NaN,0.80529,NaN,NaN,0.83968
-4.1351,NaN,NaN,-0.27915,-0.66085,NaN,-0.0028553,-0.67626,-1.0117,-2.5406
-0.41682,NaN,-1.8129,-1.7476,NaN,0.80497,-1.7346,NaN,NaN,-1.54
-0.50278,-0.3748,0.69547,0.21127,-0.36094,-1.9188,0.23278,-0.91772,-1.3981,-1.0265
-0.42363,-0.39382,0.42902,-1.3384,-0.299,0.097568,NaN,0.7645,NaN,NaN
0.8657,NaN,-0.38177,1.0663,NaN,0.11487,0.89655,NaN,-2.1702,NaN
-1.0394,0.52517,-0.74478,1.1473,0.14283,NaN,0.066508,-1.0892,0.16763,-0.19566
2.7817,1.2897,0.20028,0.19515,0.77789,-1.4786,2.6738,0.64502,-0.90757,NaN
NaN,NaN,1.4809,-0.76741,NaN,0.29427,1.2848,0.4932,0.93977,-0.0091604
-0.25443,-0.82835,NaN,NaN,NaN,1.3048,0.93238,1.8202,-0.17745,-0.22596
0.8209,-0.57411,-0.76194,NaN,NaN,-1.036,-0.58028,NaN,-1.9307,0.48356
NaN,1.0462,1.5208,-0.77275,0.28315,1.2232,1.6139,2.5001,-1.8623,NaN
-0.6144,-1.3605,-1.3322,-0.22235,1.9537,0.85111,0.60346,-2.3026,-1.3743,1.3958
1.3932,0.28095,2.0047,-0.26707,NaN,1.1172,-0.69152,0.36184,-0.59389,-1.8215
1.8805,-1.1381,-0.94034,-0.52189,0.57396,2.1162,1.7196,0.97842,NaN,-1.3113
NaN,0.066536,NaN,-1.1132,0.69931,1.0644,NaN,-0.41409,-0.31968,NaN
-0.59682,-1.2604,NaN,NaN,-1.5372,-0.40253,-0.88718,-1.2566,-1.0413,NaN
-0.85996,-1.5904,0.40332,-0.10836,-0.77013,NaN,2.0583,NaN,NaN,1.1735
0.42894,-2.1712,0.5762,1.6286,0.79268,-1.0377,-0.33587,NaN,-0.12842,-0.22621
-0.3788,-0.6787,NaN,-1.8246,NaN,0.69504,0.79753,-0.68854,-0.38774,1.377
0.77102,-0.88429,-1.1395,-0.97017,2.2099,0.9368,1.2097,-1.1613,-1.2848,1.9351
-1.1576,0.80847,1.8283,0.45145,0.85102,NaN,-1.2812,-1.4376,-0.82931,NaN
-0.66587,0.92682,-0.96632,1.3643,-0.705,0.95027,0.39556,1.2152,0.17766,NaN
0.05481,0.55369,0.092097,0.70795,-0.029994,2.9072,1.0184,NaN,1.0655,0.96884
0.53235,-0.38367,1.4846,NaN,0.27554,0.31657,1.4887,1.0393,0.21136,0.72641
NaN,-1.5349,NaN,-0.86079,1.4414,0.98224,1.8739,2.6551,0.69308,NaN
NaN,NaN,1.2456,-1.1318,NaN,2.634,-1.3709,0.23813,0.65446,1.656
0.08634,NaN,-0.20205,-2.6319,-0.32219,1.5545,1.7913,2.1092,-0.3946,-0.76039
-0.23014,-0.17288,-0.2993,-0.14234,-1.3377,0.36747,-1.3254,-0.45744,NaN,NaN
0.53812,NaN,NaN,-1.9779,-0.50141,0.21252,-1.4452,0.72138,1.5037,NaN
NaN,NaN,-1.4528,1.1099,-0.11167,0.71461,-0.09959,0.4175,-0.70079,0.57634
0.45031,1.1877,NaN,1.8575,1.0488,NaN,0.21493,0.5407,0.39266,NaN
-2.4058,1.2526,NaN,0.95796,0.14506,1.0674,NaN,1.1812,NaN,0.34444
2.4995,NaN,0.12803,1.6733,NaN,0.96822,1.4658,1.1048,NaN,0.94659
NaN,NaN,0.58168,1.1093,1.6883,1.4655,0.12891,2.3839,NaN,0.23136
NaN,-1.1572,-1.8781,-0.84805,0.07457,0.8839,2.3695,NaN,-1.0255,0.084568
-2.0053,1.8587,-0.51988,1.2639,0.17619,0.68974,0.36158,-0.1564,1.0706,0.73459
NaN,0.24518,-1.3527,0.41097,1.0798,0.56199,0.4356,NaN,-0.77167,-0.76247
0.82454,2.2435,-1.2142,0.58291,NaN,-0.055618,0.48742,-1.6395,-1.1041,NaN
1.6433,NaN,1.2703,1.3314,-0.022085,-0.26543,-0.35268,NaN,1.6728,0.44409
1.0971,-0.72458,1.3996,-1.8949,-0.18751,0.29981,NaN,-0.22601,-0.025318,-0.36222
-0.75446,NaN,-1.4086,-1.4161,NaN,-0.71216,-1.7795,-0.70893,-0.29267,-3.0938
NaN,2.1444,NaN,-1.7761,-0.71174,-0.009986,-1.2076,-0.81707,1.5046,0.13676
NaN,0.76454,-0.37346,1.418,-1.1211,0.44019,-0.40657,-1.1322,NaN,0.071593
0.61119,-0.43251,0.79058,0.64056,0.9057,0.75204,-0.18549,0.16627,0.59353,0.16978
-0.33646,0.5799,1.9088,0.96805,0.6514,NaN,2.3119,0.063586,2.1366,1.0865
-1.0151,-1.1162,2.7132,0.22938,-1.348,0.25962,-0.80715,NaN,-0.48723,0.18842
-0.89733,-0.96416,-0.17356,1.7747,-1.4933,-0.75946,1.4855,NaN,NaN,0.40915
-2.22,-0.06883,1.3863,NaN,0.2252,-1.4176,-0.26031,0.6412,-0.76779,3.1463
-1.5797,0.7371,0.79504,-0.49,-0.043445,1.0273,1.7794,-0.13454,NaN,NaN
NaN,1.6841,NaN,0.023461,1.2171,1.5251,1.3876,1.26,1.8132,NaN
NaN,0.89583,-0.058804,NaN,3.7772,2.3355,NaN,2.6041,NaN,1.4358
1.6279,-0.23452,2.872,1.0748,2.0659,3.4148,0.030274,2.5208,1.133,1.5251
2.4436,1.2758,NaN,NaN,NaN,0.36587,2.614,1.967,-0.23731,NaN
1.5683,1.9598,1.447,1.0293,0.62776,-0.22976,1.4261,1.1442,2.6405,2.2264
NaN,2.1131,NaN,0.77161,NaN,0.44233,2.2341,-0.15472,2.1607,0.46067
2.5276,3.1739,NaN,1.7986,0.52502,1.9387,0.24834,0.83035,0.8866,-1.2984
3.2348,1.1472,1.6458,-0.061482,1.8842,NaN,2.6207,2.3981,NaN,0.383
-0.009532,NaN,NaN,2.0802,1.3852,2.396,1.1034,1.4043,2.6193,-0.1206
NaN,-0.51169,1.6826,3.4912,-0.90005,0.29795,0.2251,2.8878,0.076635,NaN
NaN,0.3498,-1.6276,-1.2299,NaN,2.0394,-0.51654,1.166,NaN,NaN
1.3037,1.2913,0.30156,0.96974,NaN,0.88161,NaN,0.56252,1.1731,1.273
0.65469,2.0085,0.88039,1.1311,-0.46325,NaN,-1.2418,NaN,-1.4473,-1.9062
0.71632,NaN,NaN,0.51575,0.25205,0.50935,-1.3116,-1.5213,NaN,NaN
NaN,1.532,NaN,0.5446,1.1536,1.6439,-1.6622,-0.27677,NaN,NaN
1.7189,1.439,1.8712,2.4764,0.76979,-0.80677,-1.4961,0.38098,NaN,-0.76345
NaN,-0.46444,2.0305,0.95038,3.3753,1.2526,0.61269,0.28867,0.70234,0.072624
-1.3328,-1.4907,0.52138,0.39458,1.5753,-1.1018,-1.3592,NaN,0.80838,0.0013843
0.62907,-0.77493,1.383,NaN,NaN,1.1241,NaN,-1.3694,-0.31337,0.58529
1.2128,NaN,NaN,0.4642,-0.28638,1.6949,NaN,-0.057835,-1.3259,1.4565
NaN,-0.94647,0.79247,-0.62461,NaN,-0.2337,0.60184,-0.13897,-0.064707,-1.2802
1.7757,-1.1125,0.53574,0.68514,1.4999,0.31905,1.2323,1.4875,NaN,1.0282
-1.4971,-0.35622,0.96863,NaN,-0.095352,-0.59,1.2925,NaN,0.62908,-0.082531
0.37463,1.1721,1.0436,-0.55382,1.8783,-0.022757,1.2972,NaN,-1.2106,NaN
1.501,0.69343,NaN,-1.2996,0.7568,NaN,2.4377,-0.13383,-1.666,-1.7458
NaN,-0.18021,1.7669,-1.7338,-1.9795,1.085,-1.3098,0.074502,NaN,NaN
NaN,-0.26526,NaN,-0.37949,NaN,NaN,1.077,0.64566,-0.61793,1.1898
2.4074,0.33419,-0.54244,0.44924,NaN,-1.2548,-0.67113,0.934,-1.6683,1.0084
0.064208,1.3879,-1.3796,0.46609,1.3975,NaN,0.9753,0.8745,0.75328,-0.35411
-1.2803,-0.91404,-0.19945,NaN,1.0198,1.7912,-0.21018,-1.0424,NaN,NaN
-1.5363,-1.2881,-0.3709,-1.4209,0.65402,-1.2063,0.65054,-1.6129,1.2278,0.52076
-0.43746,-0.89374,1.8158,0.19025,-0.53631,NaN,-2.4487,1.1556,NaN,-1.9246
0.19328,-2.5128,-0.21228,-1.5422,NaN,-1.0263,NaN,-0.747,0.10538,-1.4976
NaN,0.20611,0.11239,0.053073,-1.2006,-3.0248,-0.28075,-1.2779,-1.9257,1.8024
0.86125,NaN,NaN,NaN,-1.7969,-0.73615,-1.5675,-0.0027424,-1.8435,0.20351
-3.0648,-0.8588,-1.4869,-1.7953,-0.72265,-0.032296,-1.8671,0.83126,0.30474,-0.56822
-0.50009,-0.60036,-1.555,1.4301,0.52701,-0.030363,0.48713,-0.07002,-0.36784,-0.66844
0.23654,NaN,-1.687,-0.58187,NaN,NaN,-3.0507,-1.5315,-1.1867,-0.00086584
-0.19472,0.32443,0.057615,-0.46795,NaN,-1.2487,NaN,-0.50957,-2.9862,-0.62758
0.47796,1.201,-1.3952,0.552,0.62078,NaN,-0.86711,-4.1109,-1.8349,NaN
-0.49001,1.6034,0.026983,NaN,-1.1616,NaN,-1.5418,-1.2312,NaN,-2.5714
-0.15247,-0.05096,-0.62471,0.17413,1.719,0.98465,-0.94058,NaN,-0.16262,-1.2145
-1.0892,-0.69523,-0.93094,-1.7605,-0.75488,-0.42818,0.45074,0.87819,-0.85029,-0.30734
1.1224,0.38489,0.39813,NaN,-0.69859,NaN,-0.99415,-0.0047213,NaN,-0.65469
NaN,0.35195,2.0299,1.3362,-0.5087,NaN,-1.0386,0.019231,0.19601,NaN
0.44911,0.47957,-0.75275,0.41305,-2.0183,1.7336,0.61579,0.4938,-0.0060616,-0.36575
NaN,0.46252,0.54701,1.8466,2.2095,NaN,-0.049108,0.099556,2.3458,-1.1993
-0.10713,-0.24748,NaN,0.077448,-0.60565,NaN,0.95204,0.35147,1.0624,0.68914
-0.034745,0.41179,0.79892,-0.3272,0.72303,0.49167,-1.3,0.57731,1.4311,-0.43396
1.3897,0.98017,0.98487,0.17805,NaN,0.94318,NaN,0.55917,0.24225,0.9498
0.56638,NaN,0.85631,NaN,0.28515,1.2721,0.7712,-0.7403,-1.1206,NaN
NaN,1.1728,-0.71471,2.3842,-0.48135,0.17048,-0.063282,-0.83775,0.045682,-0.88473
3.0244,2.0878,2.3862,-0.59666,2.1638,NaN,-0.69192,0.2496,NaN,NaN
-0.35108,1.365,-1.938,-0.41184,0.65369,-0.34157,-0.93565,NaN,1.4963,NaN
NaN,-0.41878,-1.5061,NaN,2.6034,-0.14811,3.1863,NaN,2.2077,NaN
1.1185,1.8328,NaN,2.9004,2.3717,-0.57304,0.65206,0.83784,1.321,0.0019584
